title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
28 Days,2000,103,43000000,6.0,7465,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
28 Days Later...,2002,113,8000000,7.3,24174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0,0
28 minuti per 3 milioni di dollari,1967,90,NA,3.9,6,0.0,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,34.5,,0,0,0,0,0,0,0
"28 oktovriou, ora 5:30",1971,90,NA,6.2,5,0.0,0.0,0.0,0.0,44.5,24.5,24.5,24.5,0.0,0.0,,0,0,0,1,0,0,0
29 Palms,2002,93,NA,4.7,406,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
29th Street,1991,101,NA,6.9,436,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
2BPerfectlyHonest,2004,88,NA,7.3,17,0.0,0.0,4.5,14.5,14.5,14.5,4.5,14.5,14.5,24.5,R,0,0,1,1,0,0,0
2LDK,2002,70,NA,7.3,381,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
2by4,1998,90,NA,6.4,44,0.0,4.5,4.5,4.5,4.5,34.5,14.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
"2wks, 1yr",2002,104,NA,9.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,24.5,64.5,,0,0,0,0,0,0,0
3,1971,86,NA,6.0,14,44.5,24.5,0.0,0.0,0.0,0.0,4.5,24.5,0.0,0.0,,0,0,0,1,0,0,0
3 A.M.,1976,72,NA,6.9,15,0.0,0.0,4.5,4.5,0.0,24.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
3 A.M.,2001,88,NA,5.9,243,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
3 AM,2003,22,32000,4.8,11,4.5,0.0,0.0,4.5,14.5,4.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,1
3 Bad Men,1926,122,NA,5.6,64,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
3 Chinesen mit dem Kontrabass,2000,88,NA,6.5,120,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,,0,0,1,0,0,0,0
3 Days of Rain,2002,98,NA,5.8,20,4.5,0.0,0.0,0.0,24.5,0.0,4.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
3 Dumb Clucks,1937,17,NA,7.1,80,4.5,4.5,0.0,4.5,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,1,0,0,0,1
3 Feet Under: Digging Deep for the Geoduck,2003,63,NA,7.0,15,0.0,0.0,0.0,0.0,0.0,0.0,24.5,24.5,14.5,44.5,,0,0,0,0,1,0,0
3 Godfathers,1948,106,NA,6.9,779,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
3 Little Ninjas and the Lost Treasure,1990,100,NA,2.2,51,45.5,14.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,,0,0,0,0,0,0,0
3 Men and a Little Lady,1990,104,NA,4.5,3066,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
3 Minute Wonder,2000,3,NA,4.3,6,0.0,0.0,14.5,34.5,0.0,45.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1
3 Misses,1998,11,NA,7.2,23,4.5,0.0,0.0,4.5,0.0,4.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
3 Ninjas,1992,98,NA,4.0,1392,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
3 Ninjas Kick Back,1994,93,NA,3.5,565,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
3 Ninjas Knuckle Up,1995,85,NA,2.9,324,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,1,0,1,0,0,0,0
3 Ninjas: High Noon at Mega Mountain,1998,93,NA,2.2,744,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0
3 Nuts in Search of a Bolt,1964,78,NA,5.2,16,0.0,4.5,4.5,24.5,14.5,14.5,14.5,4.5,0.0,14.5,,0,0,1,0,0,0,0
3 Ring Circus,1954,103,NA,5.6,99,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
3 Ring Wing-Ding,1968,6,NA,6.3,9,14.5,0.0,24.5,0.0,0.0,14.5,24.5,0.0,14.5,24.5,,0,1,1,0,0,0,1
3 Strikes,2000,82,6000000,3.7,305,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
3 Tage 44,2000,21,NA,5.0,6,0.0,0.0,0.0,0.0,34.5,0.0,14.5,14.5,0.0,34.5,,0,0,0,0,0,0,1
3 Weeks After Paradise,2002,51,NA,7.0,5,0.0,24.5,0.0,0.0,0.0,0.0,24.5,44.5,24.5,0.0,,0,0,0,0,0,0,0
3 Women,1977,124,1500000,7.7,912,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"3 Worlds of Gulliver, The",1960,100,NA,6.0,215,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,0,0,0,0,0
3 dev adam,1973,81,NA,5.2,36,24.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,,1,0,0,0,0,0,0
3 hommes et un couffin,1985,106,NA,6.6,537,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
3 noches,2001,105,NA,6.4,9,0.0,0.0,14.5,0.0,14.5,24.5,0.0,24.5,14.5,24.5,,0,0,0,0,0,0,0
3-4x juugatsu,1990,96,NA,6.6,761,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
3-Way,2004,88,NA,4.6,177,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
30 Days,1999,87,NA,4.2,31,14.5,4.5,14.5,24.5,4.5,4.5,0.0,4.5,4.5,24.5,,0,0,1,0,0,1,0
"30 Foot Bride of Candy Rock, The",1959,75,NA,4.6,102,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
30 Frames a Second: The WTO in Seattle,2000,73,NA,5.4,7,14.5,14.5,0.0,0.0,14.5,14.5,14.5,14.5,14.5,0.0,,0,0,0,0,1,0,0
"30 Is a Dangerous Age, Cynthia",1968,85,NA,4.8,32,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,0.0,4.5,,0,0,1,0,0,1,0
30 Winchester per El Diablo,1965,95,NA,3.4,7,0.0,14.5,45.5,14.5,0.0,0.0,14.5,0.0,0.0,0.0,,0,0,0,0,0,0,0
30 Years of Fun,1963,85,NA,6.7,15,14.5,0.0,0.0,24.5,4.5,0.0,24.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
30 Years to Life,2001,110,NA,5.1,42,4.5,0.0,4.5,4.5,4.5,4.5,24.5,14.5,4.5,24.5,R,0,0,1,1,0,1,0
30 ans,2000,105,NA,5.8,14,0.0,0.0,4.5,14.5,14.5,34.5,24.5,4.5,0.0,0.0,,0,0,0,0,0,0,0
30 panen a Pythagoras,1977,68,NA,2.5,8,34.5,14.5,0.0,0.0,24.5,0.0,14.5,0.0,0.0,14.5,,0,0,1,0,0,0,0
"30, Still Single: Contemplating Suicide",1998,91,NA,7.1,26,4.5,0.0,0.0,4.5,0.0,14.5,4.5,4.5,14.5,34.5,,0,0,1,0,0,0,0
"300 Spartans, The",1962,114,NA,6.4,548,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
3000 Miles to Graceland,2001,125,62000000,5.4,7298,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
"301, 302",1995,100,NA,6.8,275,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
30:e november,1995,116,NA,3.9,193,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
31,2003,27,NA,2.8,5,64.5,0.0,24.5,0.0,0.0,0.0,0.0,24.5,0.0,0.0,,0,0,0,0,0,0,1
"317e section, La",1965,86,NA,8.0,73,0.0,0.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
322,1969,95,NA,6.0,9,0.0,0.0,0.0,0.0,14.5,14.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
34-y skoryy,1981,83,NA,7.3,8,0.0,0.0,0.0,14.5,14.5,0.0,14.5,14.5,0.0,45.5,,1,0,0,0,0,0,0
35 Aside,1995,27,NA,6.6,40,0.0,4.5,0.0,0.0,0.0,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,1
35 Miles from Normal,1997,99,NA,6.6,21,4.5,0.0,4.5,0.0,4.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
36 Chowringhee Lane,1981,122,NA,7.7,41,4.5,4.5,0.0,0.0,4.5,4.5,4.5,24.5,34.5,14.5,,0,0,0,0,0,0,0
"36 Deadly Styles, The",1980,92,NA,5.1,13,0.0,4.5,0.0,4.5,34.5,14.5,4.5,0.0,4.5,14.5,,0,0,0,0,0,0,0
36 Hours,1953,80,NA,5.7,8,0.0,14.5,0.0,0.0,14.5,14.5,14.5,34.5,0.0,14.5,,0,0,0,1,0,0,0
36 Hours,1965,115,NA,7.3,373,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
36 fillette,1988,88,NA,6.0,232,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
36 ore all'inferno,1969,93,NA,3.7,7,0.0,14.5,0.0,44.5,0.0,14.5,0.0,0.0,0.0,24.5,,1,0,0,0,0,0,0
365 Nights in Hollywood,1934,77,NA,5.8,17,0.0,4.5,4.5,14.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,0
36K,2000,83,NA,7.8,12,4.5,0.0,4.5,4.5,0.0,0.0,0.0,4.5,24.5,44.5,,0,0,0,0,0,0,0
37 og et halvt,2005,101,NA,5.6,27,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,,0,0,1,1,0,0,0
39 Pounds of Love,2005,70,NA,7.6,7,14.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,,0,0,0,0,1,0,0
"39 Steps, The",1935,86,NA,8.0,7931,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
"39 Steps, The",1959,93,NA,6.6,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
3:10 to Yuma,1957,92,NA,7.7,526,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
3:15,1986,86,NA,4.5,94,14.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
3:am,2005,21,NA,8.8,9,14.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,74.5,,0,0,0,0,0,0,1
3D,2000,24,NA,6.0,5,24.5,0.0,0.0,0.0,24.5,64.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1
3azima,2003,5,NA,5.0,6,0.0,0.0,0.0,14.5,14.5,0.0,0.0,0.0,0.0,64.5,,0,0,0,1,0,0,1
"3groschenoper, Die",1931,112,NA,6.9,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
"3rd Voice, The",1960,79,NA,7.3,20,0.0,0.0,4.5,0.0,4.5,14.5,14.5,34.5,0.0,24.5,,0,0,0,1,0,0,0
4,2004,126,NA,6.3,30,4.5,0.0,4.5,14.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,16,NA,6.9,10,0.0,0.0,0.0,0.0,0.0,34.5,34.5,14.5,0.0,34.5,,0,0,0,0,1,0,1
4 Clowns,1970,97,NA,7.9,35,0.0,0.0,0.0,0.0,4.5,14.5,4.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
4 Devils,1928,97,NA,8.7,9,0.0,0.0,0.0,0.0,0.0,0.0,14.5,34.5,14.5,44.5,,0,0,0,1,0,0,0
4 Freunde und 4 Pfoten,2003,76,NA,5.1,11,0.0,4.5,4.5,0.0,4.5,4.5,34.5,4.5,0.0,14.5,,0,0,0,0,0,0,0
4 Inyong shiktak,2003,123,NA,5.7,156,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
4 Little Girls,1997,102,NA,7.5,463,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
4 P.M.,2000,15,NA,5.5,21,0.0,14.5,4.5,4.5,4.5,4.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,1
4 Second Delay,1998,26,NA,6.1,12,34.5,0.0,0.0,0.0,14.5,0.0,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
4 a.m.: Open All Night,1999,15,NA,6.0,17,4.5,14.5,4.5,0.0,0.0,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
4 aventures de Reinette et Mirabelle,1987,99,NA,7.6,167,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
4 for Texas,1963,124,NA,5.3,399,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
4 maneras de tapar un hoyo,1995,8,NA,8.2,12,0.0,0.0,0.0,0.0,4.5,4.5,14.5,0.0,45.5,4.5,,0,1,0,0,0,0,1
4 marmittoni alle grandi manovre,1974,90,NA,3.7,6,0.0,14.5,14.5,0.0,34.5,14.5,14.5,0.0,0.0,0.0,,0,0,1,0,0,0,0
4 mosche di velluto grigio,1971,104,NA,6.3,251,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
"4 saisons d'Espigoule, Les",1999,97,NA,6.5,65,0.0,0.0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,1,0,1,0,0
4 x 4,1965,105,NA,5.6,8,14.5,0.0,14.5,0.0,0.0,24.5,14.5,24.5,0.0,14.5,,0,0,0,1,0,0,0
40,2002,12,NA,5.7,12,4.5,0.0,0.0,0.0,14.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,1
40 Carats,1973,110,NA,6.0,104,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
40 Days and 40 Nights,2002,96,17000000,5.4,8609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,1,1,0,1,0
40 Days of Musa Dagh,1982,143,NA,7.5,16,14.5,0.0,4.5,0.0,0.0,0.0,14.5,0.0,14.5,45.5,,0,0,0,1,0,0,0
40 Guns to Apache Pass,1967,95,NA,5.8,60,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,1,0
40 Pounds of Trouble,1962,106,NA,6.3,126,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
40 Quadratmeter Deutschland,1986,80,NA,7.3,15,4.5,0.0,0.0,0.0,0.0,0.0,24.5,34.5,24.5,24.5,,0,0,0,1,0,0,0
40 gradi all'ombra del lenzuolo,1976,100,NA,4.7,34,0.0,14.5,4.5,24.5,24.5,24.5,4.5,4.5,0.0,4.5,,0,0,1,0,0,0,0
40 grados a la sombra,1967,90,NA,5.5,6,0.0,0.0,0.0,14.5,14.5,14.5,0.0,14.5,0.0,34.5,,0,0,1,0,0,0,0
"40,000 Horsemen",1941,100,NA,6.9,20,4.5,0.0,0.0,4.5,0.0,24.5,24.5,24.5,4.5,24.5,,0,0,0,0,0,0,0
"400 Million, The",1939,52,NA,5.0,10,0.0,0.0,14.5,0.0,45.5,14.5,14.5,0.0,0.0,24.5,,0,0,0,0,1,0,0
405,2000,11,NA,6.9,250,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,1,0,0,0,1
420,2004,116,NA,8.3,6,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,45.5,34.5,,0,0,1,0,0,0,0
42K,2000,90,NA,5.1,25,4.5,4.5,0.0,14.5,4.5,0.0,24.5,24.5,4.5,24.5,,1,0,1,0,0,0,0
42nd Street,1933,89,439000,7.5,1247,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"42nd. Street Special, The",1933,6,NA,6.2,11,0.0,0.0,0.0,0.0,4.5,14.5,64.5,4.5,0.0,0.0,,0,0,0,0,1,0,1
43: The Richard Petty Story,1974,83,NA,6.4,18,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,0.0,24.5,,0,0,0,1,0,0,0
47 morto che parla,1950,95,NA,7.6,21,0.0,0.0,0.0,4.5,4.5,4.5,34.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
48 Hrs.,1982,96,NA,6.8,8742,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,1,0,1,1,0,0,0
48 Stunden bis Acapulco,1967,81,NA,4.3,5,24.5,0.0,0.0,0.0,44.5,44.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0
491,1964,88,NA,6.2,38,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
"49th Man, The",1953,73,NA,6.2,17,0.0,0.0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
49th Parallel,1941,104,NA,7.7,395,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
4D Man,1959,85,NA,5.2,192,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,1,0
"4th Floor, The",1999,90,NA,5.7,1088,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
"4th Tenor, The",2002,97,NA,4.2,71,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,PG-13,0,0,1,0,0,1,0
5 Against the House,1955,84,NA,6.2,49,0.0,4.5,4.5,14.5,14.5,24.5,24.5,14.5,0.0,4.5,,0,0,0,1,0,0,0
5 Branded Women,1960,118,NA,5.2,53,4.5,0.0,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
5 Card Stud,1968,105,NA,6.2,457,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
5 Card Stud,2002,96,NA,8.3,7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,45.5,,0,0,0,0,0,1,0
5 Dark Souls,1996,94,1500,7.3,11,14.5,0.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,44.5,,1,0,0,0,0,0,0
5 Dead on the Crimson Canvas,1996,96,25000,2.0,24,14.5,4.5,0.0,0.0,4.5,0.0,4.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
5 Fingers,1952,108,NA,7.6,392,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
5 Millionen suchen einen Erben,1938,85,NA,6.5,22,0.0,0.0,4.5,0.0,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
5 Steps to Danger,1957,81,NA,5.6,24,0.0,0.0,0.0,4.5,14.5,44.5,14.5,14.5,0.0,4.5,,0,0,0,1,0,0,0
5 bambole per la luna d'agosto,1970,90,NA,5.5,145,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
5 de chocolate y 1 de fresa,1968,85,NA,4.3,12,24.5,4.5,0.0,0.0,14.5,0.0,4.5,0.0,4.5,34.5,,0,0,1,0,0,0,0
5 donne per l'assassino,1974,95,NA,3.7,7,0.0,14.5,0.0,14.5,0.0,44.5,0.0,0.0,14.5,14.5,,0,0,0,0,0,0,0
"5 i fedtefadet, De",1970,90,NA,5.4,21,0.0,0.0,14.5,14.5,34.5,0.0,14.5,0.0,4.5,14.5,,0,0,0,0,0,0,0
"5 og spionerne, De",1969,81,NA,4.6,18,14.5,0.0,4.5,24.5,24.5,14.5,4.5,4.5,0.0,4.5,,0,0,0,0,0,0,0
5 tombe per un medium,1965,85,NA,4.8,34,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
"5,000 Fingers of Dr. T., The",1953,89,1600000,6.7,699,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
50 First Dates,2004,99,75000000,6.8,13497,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,1,0,0,1,0
50 Ways to Leave Your Lover,2004,95,NA,6.8,22,14.5,4.5,0.0,4.5,0.0,4.5,14.5,4.5,14.5,34.5,,0,0,1,0,0,1,0
"50,000 B.C. (Before Clothing)",1963,75,NA,3.4,15,24.5,24.5,4.5,0.0,4.5,14.5,4.5,4.5,0.0,14.5,,0,0,1,0,0,0,0
50/50,1982,87,NA,4.0,7,14.5,0.0,24.5,24.5,14.5,0.0,0.0,0.0,0.0,14.5,,0,0,0,1,0,0,0
500 Years Later,2005,106,NA,9.3,17,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,74.5,,0,0,0,0,1,0,0
500!,2001,92,NA,6.4,14,4.5,0.0,0.0,4.5,0.0,4.5,0.0,0.0,14.5,64.5,,0,0,1,0,0,0,0
50CC,2000,41,NA,5.9,7,0.0,0.0,14.5,0.0,14.5,24.5,14.5,14.5,0.0,14.5,,1,0,0,0,0,1,1
51 Bar,1985,95,NA,8.7,5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,64.5,0.0,,0,0,0,1,0,0,0
"51st State, The",2001,92,28000000,6.1,6752,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
52 Pick-Up,1986,110,NA,5.9,609,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
52nd Street,1937,80,NA,7.0,5,0.0,0.0,0.0,0.0,0.0,24.5,64.5,0.0,0.0,24.5,,0,0,0,1,0,0,0
54,1998,100,13000000,5.4,6905,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
55 Days at Peking,1963,150,17000000,6.6,700,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
588 rue paradis,1993,130,NA,7.9,56,4.5,4.5,4.5,0.0,4.5,4.5,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
5th Ave Girl,1939,83,NA,6.6,112,0.0,0.0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
5th World,2005,75,NA,5.2,11,14.5,14.5,0.0,14.5,4.5,0.0,0.0,4.5,0.0,24.5,,0,0,0,1,0,0,0
5x2,2004,90,NA,6.6,691,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
6 Day Bike Rider,1934,69,NA,6.7,107,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,,0,0,1,0,0,0,0
6 Miles of 8 Feet,1999,22,NA,7.9,8,0.0,0.0,0.0,0.0,34.5,0.0,0.0,14.5,0.0,45.5,,0,0,0,0,0,0,1
6 Points,2004,85,NA,4.3,56,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,0.0,14.5,,0,0,0,1,0,0,0
6 dni strusia,2001,100,NA,5.1,9,0.0,14.5,14.5,0.0,24.5,14.5,24.5,24.5,0.0,0.0,,0,0,0,0,0,0,0
6.5 Special,1958,85,NA,4.0,6,14.5,0.0,0.0,34.5,0.0,0.0,0.0,45.5,0.0,0.0,,0,0,0,0,0,0,0
6000 Enemies,1939,62,NA,6.5,11,0.0,0.0,4.5,0.0,14.5,45.5,14.5,0.0,0.0,0.0,,0,0,0,0,0,0,0
633 Squadron,1964,103,NA,6.2,367,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"64,000,000 Years Ago",1981,11,NA,6.7,7,0.0,0.0,0.0,0.0,14.5,14.5,74.5,0.0,0.0,0.0,,0,1,0,0,0,0,1
"65, 66 och jag",1936,89,NA,5.3,21,0.0,0.0,14.5,14.5,14.5,4.5,14.5,4.5,0.0,14.5,,0,0,1,0,0,0,0
66 scener fra Amerika,1982,43,NA,5.3,13,4.5,0.0,0.0,4.5,24.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
666 mo gui fu huo,1996,100,NA,5.3,54,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,0.0,4.5,,1,0,0,0,0,0,0
681-0638,2001,90,NA,7.1,7,0.0,0.0,14.5,0.0,0.0,14.5,14.5,44.5,0.0,14.5,,0,0,1,1,0,0,0
